"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Crinoidea&show=loc,paleoloc"
"Access Time","Sun 2017-10-22 23:02:44 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Crinoidea"
"","timerule","major"
"","taxon_status","all"
"","show","loc,paleoloc"
"Elapsed Time","0.712"
"Records Found","11872"
"Records Returned","11872"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate"
"611567","occ","","","65673","Apiocrinus sp.","genus","109485","","Apiocrinus","genus","109485","Valanginian","","139.8","132.9","18719","PT","","","based on nearby landmark","minutes","hand sample","cliff along the Maceira beach, between Pombeira point and Boca do Inferno, E of Cascais","gp_mid","12.27","26.40","304"
"611700","occ","","","65685","Rhodocrinites barrisi","species","31662","species not entered","Rhodocrinites","genus","31662","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 149.7 I-64, 12 miles east of Morehead","gp_mid","-52.43","-35.54","101"
"611701","occ","","","65685","Gilbertsocrinus tuberculosus ?","species","31623","species not entered","Gilbertsocrinus","genus","31623","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 149.7 I-64, 12 miles east of Morehead","gp_mid","-52.43","-35.54","101"
"611702","occ","","","65685","Actinocrinites scitulus","species","31687","species not entered","Actinocrinites","genus","31687","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 149.7 I-64, 12 miles east of Morehead","gp_mid","-52.43","-35.54","101"
"611703","occ","","","65685","Blairocrinus n. sp. protuberatus","species","31710","species not entered","Blairocrinus","genus","31710","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 149.7 I-64, 12 miles east of Morehead","gp_mid","-52.43","-35.54","101"
"611704","occ","","","65685","Uperocrinus pyriformis","species","31870","species not entered","Uperocrinus","genus","31870","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 149.7 I-64, 12 miles east of Morehead","gp_mid","-52.43","-35.54","101"
"611705","occ","","","65685","Uperocrinus n. sp. acuminatus","species","31870","species not entered","Uperocrinus","genus","31870","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 149.7 I-64, 12 miles east of Morehead","gp_mid","-52.43","-35.54","101"
"611706","occ","","","65685","Macrocrinus konincki","species","31789","species not entered","Macrocrinus","genus","31789","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 149.7 I-64, 12 miles east of Morehead","gp_mid","-52.43","-35.54","101"
"611707","occ","","","65685","Aorocrinus n. sp. nodulus","species","31699","species not entered","Aorocrinus","genus","31699","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 149.7 I-64, 12 miles east of Morehead","gp_mid","-52.43","-35.54","101"
"611708","occ","","","65685","Dorycrinus quinquelobus","species","31756","species not entered","Dorycrinus","genus","31756","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 149.7 I-64, 12 miles east of Morehead","gp_mid","-52.43","-35.54","101"
"611709","occ","","","65685","Platycrinites glyptus","species","31827","species not entered","Platycrinites","genus","31827","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 149.7 I-64, 12 miles east of Morehead","gp_mid","-52.43","-35.54","101"
"611710","occ","","","65685","Platycrinites planus","species","31827","species not entered","Platycrinites","genus","31827","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 149.7 I-64, 12 miles east of Morehead","gp_mid","-52.43","-35.54","101"
"611711","occ","","","65685","Barycrinus spurius","species","217343","","Barycrinus spurius","species","217342","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 149.7 I-64, 12 miles east of Morehead","gp_mid","-52.43","-35.54","101"
"611712","occ","","","65685","Costalocrinus cornutus","species","217294","","Costalocrinus cornutus","species","217293","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 149.7 I-64, 12 miles east of Morehead","gp_mid","-52.43","-35.54","101"
"611713","occ","","","65685","Meniscocrinus sp.","genus","86764","","Meniscocrinus","genus","86764","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 149.7 I-64, 12 miles east of Morehead","gp_mid","-52.43","-35.54","101"
"611714","occ","","","65685","Atelestocrinus n. sp. kentuckyensis","species","32064","species not entered","Atelestocrinus","genus","32064","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 149.7 I-64, 12 miles east of Morehead","gp_mid","-52.43","-35.54","101"
"611715","occ","","","65685","Taxocrinus spp.","genus","32470","","Taxocrinus","genus","32470","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 149.7 I-64, 12 miles east of Morehead","gp_mid","-52.43","-35.54","101"
"611716","occ","","","65685","Synbathocrinus dentatus","species","31989","species not entered","Synbathocrinus","genus","31989","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 149.7 I-64, 12 miles east of Morehead","gp_mid","-52.43","-35.54","101"
"611717","occ","","","65686","Gilbertsocrinus typus ?","species","31623","species not entered","Gilbertsocrinus","genus","31623","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 146.2, roadcut on northern side of I64, 9 miles east of morehead","gp_mid","-52.48","-35.52","101"
"611718","occ","","","65686","Actinocrinites scitulus","species","31687","species not entered","Actinocrinites","genus","31687","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 146.2, roadcut on northern side of I64, 9 miles east of morehead","gp_mid","-52.48","-35.52","101"
"611719","occ","","","65686","Uperocrinus pyriformis","species","31870","species not entered","Uperocrinus","genus","31870","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 146.2, roadcut on northern side of I64, 9 miles east of morehead","gp_mid","-52.48","-35.52","101"
"611720","occ","","","65686","Uperocrinus acuminatus","species","31870","species not entered","Uperocrinus","genus","31870","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 146.2, roadcut on northern side of I64, 9 miles east of morehead","gp_mid","-52.48","-35.52","101"
"611721","occ","","","65686","Eretmocrinus cloelia","species","31760","species not entered","Eretmocrinus","genus","31760","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 146.2, roadcut on northern side of I64, 9 miles east of morehead","gp_mid","-52.48","-35.52","101"
"611722","occ","","","65686","Macrocrinus konincki","species","31789","species not entered","Macrocrinus","genus","31789","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 146.2, roadcut on northern side of I64, 9 miles east of morehead","gp_mid","-52.48","-35.52","101"
"611723","occ","","","65686","Aorocrinus n. sp. nodulus","species","31699","species not entered","Aorocrinus","genus","31699","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 146.2, roadcut on northern side of I64, 9 miles east of morehead","gp_mid","-52.48","-35.52","101"
"611724","occ","","","65686","Agaricocrinus planoconvexus","species","31688","species not entered","Agaricocrinus","genus","31688","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 146.2, roadcut on northern side of I64, 9 miles east of morehead","gp_mid","-52.48","-35.52","101"
"611725","occ","","","65686","Platycrinites glyptus","species","31827","species not entered","Platycrinites","genus","31827","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 146.2, roadcut on northern side of I64, 9 miles east of morehead","gp_mid","-52.48","-35.52","101"
"611726","occ","","","65686","Cyathocrinites iowensis","species","32125","species not entered","Cyathocrinites","genus","32125","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 146.2, roadcut on northern side of I64, 9 miles east of morehead","gp_mid","-52.48","-35.52","101"
"611727","occ","","","65686","Pellecrinus obuncus","species","32320","species not entered","Pellecrinus","genus","32320","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 146.2, roadcut on northern side of I64, 9 miles east of morehead","gp_mid","-52.48","-35.52","101"
"611728","occ","","","65686","Synbathocrinus dentatus","species","31989","species not entered","Synbathocrinus","genus","31989","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 146.2, roadcut on northern side of I64, 9 miles east of morehead","gp_mid","-52.48","-35.52","101"
"611729","occ","","","65687","Actinocrinites scitulus","species","31687","species not entered","Actinocrinites","genus","31687","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Leatherwood. Roadcut on northern side of Leatherwood Road, 10.7 miles east of Kentucky Highway 36, Salt Lick 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 38°02.215?N 83°31.503?W.","gp_mid","-52.80","-35.56","101"
"611730","occ","","","65687","Eretmocrinus cloelia","species","31760","species not entered","Eretmocrinus","genus","31760","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Leatherwood. Roadcut on northern side of Leatherwood Road, 10.7 miles east of Kentucky Highway 36, Salt Lick 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 38°02.215?N 83°31.503?W.","gp_mid","-52.80","-35.56","101"
"611731","occ","","","65687","Agaricocrinus inflatus ?","species","31688","species not entered","Agaricocrinus","genus","31688","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Leatherwood. Roadcut on northern side of Leatherwood Road, 10.7 miles east of Kentucky Highway 36, Salt Lick 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 38°02.215?N 83°31.503?W.","gp_mid","-52.80","-35.56","101"
"611732","occ","","","65687","Holcocrinus spinobrachiatus","species","32196","species not entered","Holcocrinus","genus","32196","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Leatherwood. Roadcut on northern side of Leatherwood Road, 10.7 miles east of Kentucky Highway 36, Salt Lick 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 38°02.215?N 83°31.503?W.","gp_mid","-52.80","-35.56","101"
"611733","occ","","","65688","Paradichocrinus liratus","species","31812","species not entered","Paradichocrinus","genus","31812","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Leatherwood. Roadcut on northern side of Leatherwood Road, 10.7 miles east of Kentucky Highway 36, Salt Lick 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 38°02.215?N 83°31.503?W.","gp_mid","-52.80","-35.56","101"
"611734","occ","","","65689","Uperocrinus pyriformis","species","31870","species not entered","Uperocrinus","genus","31870","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Frenchburg West. Roadcut on southern side of U.S. Highway 460, 2.8 miles west of the junction of Kentucky Highway 36 and U.S. Highway 460 in Frenchburg, Frenchburg 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 37°57.574?N 83°40.240?W.","gp_mid","-52.96","-35.51","101"
"611735","occ","","","65689","Uperocrinus acuminatus","species","31870","species not entered","Uperocrinus","genus","31870","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Frenchburg West. Roadcut on southern side of U.S. Highway 460, 2.8 miles west of the junction of Kentucky Highway 36 and U.S. Highway 460 in Frenchburg, Frenchburg 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 37°57.574?N 83°40.240?W.","gp_mid","-52.96","-35.51","101"
"611736","occ","","","65689","Aorocrinus nodulus","species","31699","species not entered","Aorocrinus","genus","31699","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Frenchburg West. Roadcut on southern side of U.S. Highway 460, 2.8 miles west of the junction of Kentucky Highway 36 and U.S. Highway 460 in Frenchburg, Frenchburg 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 37°57.574?N 83°40.240?W.","gp_mid","-52.96","-35.51","101"
"611737","occ","","","65689","Platycrinites glyptus","species","31827","species not entered","Platycrinites","genus","31827","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Frenchburg West. Roadcut on southern side of U.S. Highway 460, 2.8 miles west of the junction of Kentucky Highway 36 and U.S. Highway 460 in Frenchburg, Frenchburg 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 37°57.574?N 83°40.240?W.","gp_mid","-52.96","-35.51","101"
"611738","occ","","","65689","Atelestocrinus n. sp. kentuckyensis","species","32064","species not entered","Atelestocrinus","genus","32064","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Frenchburg West. Roadcut on southern side of U.S. Highway 460, 2.8 miles west of the junction of Kentucky Highway 36 and U.S. Highway 460 in Frenchburg, Frenchburg 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 37°57.574?N 83°40.240?W.","gp_mid","-52.96","-35.51","101"
"611739","occ","","","65689","Decadocrinus scalaris","species","32131","species not entered","Decadocrinus","genus","32131","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Frenchburg West. Roadcut on southern side of U.S. Highway 460, 2.8 miles west of the junction of Kentucky Highway 36 and U.S. Highway 460 in Frenchburg, Frenchburg 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 37°57.574?N 83°40.240?W.","gp_mid","-52.96","-35.51","101"
"611740","occ","","","65689","Taxocrinus spp.","genus","32470","","Taxocrinus","genus","32470","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Frenchburg West. Roadcut on southern side of U.S. Highway 460, 2.8 miles west of the junction of Kentucky Highway 36 and U.S. Highway 460 in Frenchburg, Frenchburg 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 37°57.574?N 83°40.240?W.","gp_mid","-52.96","-35.51","101"
"611741","occ","","","65690","Actinocrinites eximius","species","31687","species not entered","Actinocrinites","genus","31687","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Locality 6–Frenchburg East A. Roadcut on northeastern side of U.S. Highway 460, 0.5 miles east of the junction of Kentucky Highway 36 and U.S. Highway 460 in Frenchburg, Scranton 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 37°56.697?N 83°37.295?W.","gp_mid","-52.95","-35.55","101"
"611742","occ","","","65691","Blairocrinus n. sp. protuberatus","species","31710","species not entered","Blairocrinus","genus","31710","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Locality 7–Highway 460 West. Roadcut on both sides of U.S. Highway 460, 3.8 miles west of the junction of Kentucky Highway 36 and U.S. Highway 460 in Frenchburg, Frenchburg 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 37°57.421?N 83°41.188?W.","gp_mid","-52.98","-35.50","101"
"611743","occ","","","65691","Uperocrinus pyriformis","species","31870","species not entered","Uperocrinus","genus","31870","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Locality 7–Highway 460 West. Roadcut on both sides of U.S. Highway 460, 3.8 miles west of the junction of Kentucky Highway 36 and U.S. Highway 460 in Frenchburg, Frenchburg 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 37°57.421?N 83°41.188?W.","gp_mid","-52.98","-35.50","101"
"611744","occ","","","65691","Aorocrinus nodulus","species","31699","species not entered","Aorocrinus","genus","31699","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Locality 7–Highway 460 West. Roadcut on both sides of U.S. Highway 460, 3.8 miles west of the junction of Kentucky Highway 36 and U.S. Highway 460 in Frenchburg, Frenchburg 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 37°57.421?N 83°41.188?W.","gp_mid","-52.98","-35.50","101"
"611745","occ","","","65691","Dichocrinus pocillum ?","species","31750","species not entered","Dichocrinus","genus","31750","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Locality 7–Highway 460 West. Roadcut on both sides of U.S. Highway 460, 3.8 miles west of the junction of Kentucky Highway 36 and U.S. Highway 460 in Frenchburg, Frenchburg 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 37°57.421?N 83°41.188?W.","gp_mid","-52.98","-35.50","101"
"611746","occ","","","65691","Dichocrinus sp.","genus","31750","","Dichocrinus","genus","31750","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Locality 7–Highway 460 West. Roadcut on both sides of U.S. Highway 460, 3.8 miles west of the junction of Kentucky Highway 36 and U.S. Highway 460 in Frenchburg, Frenchburg 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 37°57.421?N 83°41.188?W.","gp_mid","-52.98","-35.50","101"
"611747","occ","","","65691","Platycrinites glyptus","species","31827","species not entered","Platycrinites","genus","31827","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Locality 7–Highway 460 West. Roadcut on both sides of U.S. Highway 460, 3.8 miles west of the junction of Kentucky Highway 36 and U.S. Highway 460 in Frenchburg, Frenchburg 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 37°57.421?N 83°41.188?W.","gp_mid","-52.98","-35.50","101"
"611748","occ","","","65691","Cyathocrinites iowensis","species","32125","species not entered","Cyathocrinites","genus","32125","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Locality 7–Highway 460 West. Roadcut on both sides of U.S. Highway 460, 3.8 miles west of the junction of Kentucky Highway 36 and U.S. Highway 460 in Frenchburg, Frenchburg 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 37°57.421?N 83°41.188?W.","gp_mid","-52.98","-35.50","101"
"611749","occ","","","65691","Blothrocrinus swallovi","species","32080","species not entered","Blothrocrinus","genus","32080","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Locality 7–Highway 460 West. Roadcut on both sides of U.S. Highway 460, 3.8 miles west of the junction of Kentucky Highway 36 and U.S. Highway 460 in Frenchburg, Frenchburg 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 37°57.421?N 83°41.188?W.","gp_mid","-52.98","-35.50","101"
"611750","occ","","","65691","Coeliocrinus subspinosus","species","32107","species not entered","Coeliocrinus","genus","32107","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Locality 7–Highway 460 West. Roadcut on both sides of U.S. Highway 460, 3.8 miles west of the junction of Kentucky Highway 36 and U.S. Highway 460 in Frenchburg, Frenchburg 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 37°57.421?N 83°41.188?W.","gp_mid","-52.98","-35.50","101"
"611751","occ","","","65691","Synbathocrinus dentatus","species","31989","species not entered","Synbathocrinus","genus","31989","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Locality 7–Highway 460 West. Roadcut on both sides of U.S. Highway 460, 3.8 miles west of the junction of Kentucky Highway 36 and U.S. Highway 460 in Frenchburg, Frenchburg 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 37°57.421?N 83°41.188?W.","gp_mid","-52.98","-35.50","101"
"611752","occ","","","65691","Halysiocrinus dactylus","species","31930","species not entered","Halysiocrinus","genus","31930","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Locality 7–Highway 460 West. Roadcut on both sides of U.S. Highway 460, 3.8 miles west of the junction of Kentucky Highway 36 and U.S. Highway 460 in Frenchburg, Frenchburg 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 37°57.421?N 83°41.188?W.","gp_mid","-52.98","-35.50","101"
"611753","occ","","","65692","Eretmocrinus cloelia","species","31760","species not entered","Eretmocrinus","genus","31760","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Locality 8–Frenchburg East B. Roadcut on southestern side of U.S. Highway 460, 0.6 miles east of the junction of Kentucky Highway 36 and U.S. Highway 460 in Frenchburg, Scranton 7.5 min. quadrangle, Menifee County, Kentucky; GPS: 37°56.624?N 83°37.227?W.","gp_mid","-52.95","-35.55","101"
"611754","occ","","","65685","Actinocrinites eximius","species","31687","species not entered","Actinocrinites","genus","31687","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 149.7 I-64, 12 miles east of Morehead","gp_mid","-52.43","-35.54","101"
"611755","occ","","","65685","Platycrinites spinifer","species","31827","species not entered","Platycrinites","genus","31827","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 149.7 I-64, 12 miles east of Morehead","gp_mid","-52.43","-35.54","101"
"611756","occ","","","65685","Camerata indet.","subclass","94442","","Camerata","subclass","94442","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 149.7 I-64, 12 miles east of Morehead","gp_mid","-52.43","-35.54","101"
"611757","occ","","","65686","Rhodocrinites barrisi","species","31662","species not entered","Rhodocrinites","genus","31662","Tournaisian","","358.9","346.7","18882","US","Kentucky","","stated in text","seconds","outcrop","Milepost 146.2, roadcut on northern side of I64, 9 miles east of morehead","gp_mid","-52.48","-35.52","101"
"611852","occ","","","65698","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","18848","US","New York","","estimated from map","degrees","basin","average community composition for NY State","gp_mid","-43.09","-33.12","101"
"613195","occ","","","65763","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Middle Frasnian","","382.4","379.5","18891","FR","Alsace","","estimated from map","2","local area","upper Paleozoic inlier of the Boulonnais, to the N and E of the town of Marquise, half way between Boulonge and Calais, northern France","gp_mid","-17.63","-21.22","315"
"613196","occ","","","65764","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Middle Frasnian","","382.4","379.5","18891","FR","Alsace","","estimated from map","2","local area","upper Paleozoic inlier of the Boulonnais, to the N and E of the town of Marquise, half way between Boulonge and Calais, northern France","gp_mid","-17.63","-21.22","315"
"613197","occ","","","65765","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Middle Frasnian","","382.4","379.5","18891","FR","Alsace","","estimated from map","2","local area","upper Paleozoic inlier of the Boulonnais, to the N and E of the town of Marquise, half way between Boulonge and Calais, northern France","gp_mid","-17.63","-21.22","315"
"613198","occ","","","65766","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Middle Frasnian","","382.4","379.5","18891","FR","Alsace","","estimated from map","2","local area","upper Paleozoic inlier of the Boulonnais, to the N and E of the town of Marquise, half way between Boulonge and Calais, northern France","gp_mid","-17.63","-21.22","315"
"613199","occ","","","65772","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Middle Frasnian","","382.4","379.5","18891","FR","Alsace","","estimated from map","2","local area","upper Paleozoic inlier of the Boulonnais, to the N and E of the town of Marquise, half way between Boulonge and Calais, northern France","gp_mid","-17.63","-21.22","315"
"613200","occ","","","65774","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Middle Frasnian","","382.4","379.5","18891","FR","Alsace","","estimated from map","2","local area","upper Paleozoic inlier of the Boulonnais, to the N and E of the town of Marquise, half way between Boulonge and Calais, northern France","gp_mid","-17.63","-21.22","315"
"613201","occ","","","65777","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Middle Frasnian","","382.4","379.5","18891","FR","Alsace","","estimated from map","2","local area","upper Paleozoic inlier of the Boulonnais, to the N and E of the town of Marquise, half way between Boulonge and Calais, northern France","gp_mid","-17.63","-21.22","315"
"613236","occ","","","65832","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Middle Frasnian","","382.4","379.5","18891","FR","Alsace","","estimated from map","2","local area","upper Paleozoic inlier of the Boulonnais, to the N and E of the town of Marquise, half way between Boulonge and Calais, northern France","gp_mid","-17.63","-21.22","315"
"613237","occ","","","65834","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Middle Frasnian","","382.4","379.5","18891","FR","Alsace","","estimated from map","2","local area","upper Paleozoic inlier of the Boulonnais, to the N and E of the town of Marquise, half way between Boulonge and Calais, northern France","gp_mid","-17.63","-21.22","315"
"613934","occ","","","65999","Gilbertsocrinus sp.","genus","31623","","Gilbertsocrinus","genus","31623","Givetian","","387.7","382.7","15023","US","Indiana","","estimated from map","2","outcrop","SE1/4,NE1/4,T30N,R15E, Woodburn South 7.5' quad; Midwest Aggregate Quarry","gp_mid","-51.92","-31.29","101"
"614038","occ","","","66002","Arthroacantha carpenteri","species","31701","species not entered","Arthroacantha","genus","31701","Givetian","","387.7","382.7","15023","US","Indiana","","estimated from map","2","outcrop","SE1/4,NE1/4,T30N,R15E, Woodburn South 7.5' quad; Midwest Aggregate Quarry","gp_mid","-51.92","-31.29","101"
"614352","occ","","","66038","Torynocrinus granulatus","species","32589","species not entered","Torynocrinus","genus","32589","Hauterivian","","132.9","129.4","18916","HU","","","based on nearby landmark","3","hand sample","Iron mine of Zengvárkony","gp_mid","39.67","15.24","308"
"614354","occ","","","66030","Torynocrinus n. sp. hungaricus","species","32589","species not entered","Torynocrinus","genus","32589","Hauterivian","","132.9","129.4","18916","HU","","","based on nearby landmark","1","hand sample","Quarry along the road Zirc-Borzavar, Bakony","gp_mid","40.80","15.76","308"
"614356","occ","","","66030","Torynocrinus n. sp. floriformis","species","32589","species not entered","Torynocrinus","genus","32589","Hauterivian","","132.9","129.4","18916","HU","","","based on nearby landmark","1","hand sample","Quarry along the road Zirc-Borzavar, Bakony","gp_mid","40.80","15.76","308"
"614357","occ","","","66030","Torynocrinus n. sp. bellus","species","32589","species not entered","Torynocrinus","genus","32589","Hauterivian","","132.9","129.4","18916","HU","","","based on nearby landmark","1","hand sample","Quarry along the road Zirc-Borzavar, Bakony","gp_mid","40.80","15.76","308"
"614358","occ","","","66030","Torynocrinus n. sp. compactus","species","32589","species not entered","Torynocrinus","genus","32589","Hauterivian","","132.9","129.4","18916","HU","","","based on nearby landmark","1","hand sample","Quarry along the road Zirc-Borzavar, Bakony","gp_mid","40.80","15.76","308"
"614359","occ","","","66030","Torynocrinus n. sp. sulcatus","species","32589","species not entered","Torynocrinus","genus","32589","Hauterivian","","132.9","129.4","18916","HU","","","based on nearby landmark","1","hand sample","Quarry along the road Zirc-Borzavar, Bakony","gp_mid","40.80","15.76","308"
"614361","occ","","","66030","Labiocrinus n. sp. minor","species","32572","species not entered","Labiocrinus","genus","32572","Hauterivian","","132.9","129.4","18916","HU","","","based on nearby landmark","1","hand sample","Quarry along the road Zirc-Borzavar, Bakony","gp_mid","40.80","15.76","308"
"614363","occ","","","63008","Holocrinus sp.","genus","32611","","Holocrinus","genus","32611","Spathian","","251.3","247.2","18152","US","Utah","Washington","unpublished field data","minutes","small collection","","gp_mid","-35.19","21.29","101"
"614377","occ","","","66038","Labiocrinus labiatus","species","32572","species not entered","Labiocrinus","genus","32572","Hauterivian","","132.9","129.4","18916","HU","","","based on nearby landmark","3","hand sample","Iron mine of Zengvárkony","gp_mid","39.67","15.24","308"
"614383","occ","","","63014","Holocrinus sp.","genus","32611","","Holocrinus","genus","32611","Spathian","","251.3","247.2","18152","US","Utah","Washington","unpublished field data","minutes","small collection","","gp_mid","-35.16","21.32","101"
